FocalGenus,Comment/Source,Type,Clade,Genus1,Genus2,Genus3,Genus4,Genus5,Genus6,Genus7,Genus8,Genus9,Genus10,Genus11,Genus12,Genus13,Genus14,Genus15,Genus16,Genus17,Genus18,Genus19,Genus20,Genus21,Genus22,Genus23,Genus24,Genus25,Genus26,Genus27,Genus28,Genus29,Genus30,Genus31,Genus32,Genus33,Genus34,Genus35,Genus36,Genus37,Genus38,Genus39,Genus40,Genus41,Genus42,Genus43,Genus44,Genus45,Genus46,Genus47,Genus48,Genus49,Genus50,Genus51,Genus52,Genus53,Genus54,Genus55,Genus56,Genus57,Genus58,Genus59,Genus60,Genus61,Genus62,Genus63,Genus64,Genus65,Genus66,Genus67,Genus68,Genus69,Genus70,Genus71,Genus72,Genus73,Genus74,Genus75,Genus76,Genus77,Genus78,Genus79,Genus80,Genus81,Genus82,Genus83,Genus84,Genus85,Genus86,Genus87,Genus88,Genus89,Genus90,Genus91,Genus92,Genus93,Genus94,Genus95,Genus96,Genus97,Genus98,Genus99,Genus100,Genus101,Genus102,Genus103,Genus104,Genus105,Genus106
Muscipipra,"Based on taxonomy in Moyle, R. G., R. T. Chesser, R. T. Brumfield, J. G. Tello, D. J. Marchese, and J. Cracraft. 2009. Phylogeny and phylogenetic classification of the antbirds, ovenbirds, woodcreepers, and allies (Aves: Passeriformes: infraorder Furnariides. Cladistics 25:386-405. Added Neoxolmis",include,TitTyranRest,Muscipipra,Myiotheretes,Cnemarchus,Polioxolmis,Xolmis,Agriornis,Muscisaxicola,Neoxolmis,Hymenops,Knipolegus,Lessonia,Satrapa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nesotriccus,all,include,TitTyranRest,Nesotriccus,Taeniotriccus,Tyrannulus,Zimmerius,Xolmis,Xenotriccus,Tyrannus,Tyrannopsis,Tumbezia,Tolmomyias,Todirostrum,Tityra,Xenopsaris,Tachuris,Anairetes,Terenotriccus,Capsiempis,Camptostoma,Attila,Atalotriccus,Cnemarchus,Aphanotriccus,Cnemotriccus,Alectrurus,Agriornis,Arundinicola,Culicivora,Gubernetes,Fluvicola,Euscarthmus,Empidonomus,Empidonax,Casiornis,Deltarhynchus,Corythopis,Contopus,Colorhamphus,Colonia,Cnipodectes,Elaenia,Hymenops,Phelpsia,Polioxolmis,Poecilotriccus,Platyrinchus,Pitangus,Piprites,Ochthornis,Phyllomyias,Pseudocolopteryx,Phaeomyias,Pachyramphus,Oxyruncus,Ornithion,Onychorhynchus,Hemitriccus,Phylloscartes,Rhytipterna,Suiriri,Sublegatus,Stigmatura,Sirystes,Serpophaga,Schiffornis,Polystictus,Satrapa,Pseudelaenia,Rhynchocyclus,Ramphotrigon,Pyrrhomyias,Pyrocephalus,Pseudotriccus,Ochthoeca,Sayornis,Lathrotriccus,Megarynchus,Mecocerculus,Machetornis,Lophotriccus,Lessonia,Oncostoma,Legatus,Muscigralla,Laniocera,Laniisoma,Knipolegus,Iodopleura,Inezia,Leptopogon,Myiopagis,Conopias,Neoxolmis,Neopipo,Myiozetetes,Myiotriccus,Myiotheretes,Mionectes,Myiophobus,Mitrephanes,Myiodynastes,Myiobius,Myiarchus,Muscisaxicola,Muscipipra,Hirundinea,Myiornis
Phelpsia,all,include,TitTyranRest,Phelpsia,Taeniotriccus,Tyrannulus,Zimmerius,Xolmis,Xenotriccus,Tyrannus,Tyrannopsis,Tumbezia,Tolmomyias,Todirostrum,Tityra,Xenopsaris,Tachuris,Anairetes,Terenotriccus,Capsiempis,Camptostoma,Attila,Atalotriccus,Cnemarchus,Aphanotriccus,Cnemotriccus,Alectrurus,Agriornis,Arundinicola,Culicivora,Gubernetes,Fluvicola,Euscarthmus,Empidonomus,Empidonax,Casiornis,Deltarhynchus,Corythopis,Contopus,Colorhamphus,Colonia,Cnipodectes,Elaenia,Hymenops,Nesotriccus,Polioxolmis,Poecilotriccus,Platyrinchus,Pitangus,Piprites,Ochthornis,Phyllomyias,Pseudocolopteryx,Phaeomyias,Pachyramphus,Oxyruncus,Ornithion,Onychorhynchus,Hemitriccus,Phylloscartes,Rhytipterna,Suiriri,Sublegatus,Stigmatura,Sirystes,Serpophaga,Schiffornis,Polystictus,Satrapa,Pseudelaenia,Rhynchocyclus,Ramphotrigon,Pyrrhomyias,Pyrocephalus,Pseudotriccus,Ochthoeca,Sayornis,Lathrotriccus,Megarynchus,Mecocerculus,Machetornis,Lophotriccus,Lessonia,Oncostoma,Legatus,Muscigralla,Laniocera,Laniisoma,Knipolegus,Iodopleura,Inezia,Leptopogon,Myiopagis,Conopias,Neoxolmis,Neopipo,Myiozetetes,Myiotriccus,Myiotheretes,Mionectes,Myiophobus,Mitrephanes,Myiodynastes,Myiobius,Myiarchus,Muscisaxicola,Muscipipra,Hirundinea,Myiornis
Xenotriccus,"Based on taxonomy in Moyle, R. G., R. T. Chesser, R. T. Brumfield, J. G. Tello, D. J. Marchese, and J. Cracraft. 2009. Phylogeny and phylogenetic classification of the antbirds, ovenbirds, woodcreepers, and allies (Aves: Passeriformes: infraorder Furnariides. Cladistics 25:386-405. Added Neoxolmis",include,TitTyranRest,Xenotriccus,Aphanotriccus,Lathrotriccus,Cnemotriccus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abeillia,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Abeillia,Amazilia,Aphantochroa,Campylopterus,Chalybura,Chlorestes,Chlorostilbon,Chrysuronia,Cyanophaia,Cynanthus,Damophila,Elvira,Eupetomena,Eupherusa,Goethalsia,Goldmania,Hylocharis,Hylonympha,Klais,Lepidopyga,Leucippus,Leucochloris,Microchera,Orthorhyncus,Phaeochroa,Stephanoxis,Sternoclyta,Taphrospilus,Thalurania,Trochilus,Anthocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anopetia,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Anopetia,Eutoxeres,Glaucis,Phaethornis,Ramphodon,Threnetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Augastes,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Augastes,Androdon,Anthracothorax,Avocettula,Chrysolampis,Colibri,Doryfera,Eulampis,Heliactin,Heliothryx,Polytmus,Schistes,Calothorax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clytolaema,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Clytolaema,Loddigesia,Aglaeactis,Boissonneaua,Coeligena,Ensifera,Eriocnemis,Haplophaedia,Heliodoxa,Lafresnaya,Ocreatus,Pterophanes,Urochroa,Urosticte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyanophaia,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Cyanophaia,Abeillia,Amazilia,Aphantochroa,Campylopterus,Chalybura,Chlorestes,Chlorostilbon,Chrysuronia,Cynanthus,Damophila,Elvira,Eupetomena,Eupherusa,Goethalsia,Goldmania,Hylocharis,Hylonympha,Klais,Lepidopyga,Leucippus,Leucochloris,Microchera,Orthorhyncus,Phaeochroa,Stephanoxis,Sternoclyta,Taphrospilus,Thalurania,Trochilus,Anthocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doricha,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Doricha,Archilochus,Atthis,Calliphlox,Calypte,Chaetocercus,Eulidia,Mellisuga,Microstilbon,Myrmia,Myrtis,Rhodopis,Selasphorus,Stellula,Thaumastura,Tilmatura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eulidia,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Eulidia,Archilochus,Atthis,Calliphlox,Calypte,Chaetocercus,Doricha,Mellisuga,Microstilbon,Myrmia,Myrtis,Rhodopis,Selasphorus,Stellula,Thaumastura,Tilmatura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goethalsia,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Goethalsia,Abeillia,Amazilia,Aphantochroa,Campylopterus,Chalybura,Chlorestes,Chlorostilbon,Chrysuronia,Cyanophaia,Cynanthus,Damophila,Elvira,Eupetomena,Eupherusa,Goldmania,Hylocharis,Hylonympha,Klais,Lepidopyga,Leucippus,Leucochloris,Microchera,Orthorhyncus,Phaeochroa,Stephanoxis,Sternoclyta,Taphrospilus,Thalurania,Trochilus,Anthocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goldmania,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Goldmania,Abeillia,Amazilia,Aphantochroa,Campylopterus,Chalybura,Chlorestes,Chlorostilbon,Chrysuronia,Cyanophaia,Cynanthus,Damophila,Elvira,Eupetomena,Eupherusa,Goethalsia,Hylocharis,Hylonympha,Klais,Lepidopyga,Leucippus,Leucochloris,Microchera,Orthorhyncus,Phaeochroa,Stephanoxis,Sternoclyta,Taphrospilus,Thalurania,Trochilus,Anthocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylonympha,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Hylonympha,Abeillia,Amazilia,Aphantochroa,Campylopterus,Chalybura,Chlorestes,Chlorostilbon,Chrysuronia,Cyanophaia,Cynanthus,Damophila,Elvira,Eupetomena,Eupherusa,Goethalsia,Goldmania,Hylocharis,Klais,Lepidopyga,Leucippus,Leucochloris,Microchera,Orthorhyncus,Phaeochroa,Stephanoxis,Sternoclyta,Taphrospilus,Thalurania,Trochilus,Anthocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucochloris,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Leucochloris,Abeillia,Amazilia,Aphantochroa,Campylopterus,Chalybura,Chlorestes,Chlorostilbon,Chrysuronia,Cyanophaia,Cynanthus,Damophila,Elvira,Eupetomena,Eupherusa,Goethalsia,Goldmania,Hylocharis,Hylonympha,Klais,Lepidopyga,Leucippus,Microchera,Orthorhyncus,Phaeochroa,Stephanoxis,Sternoclyta,Taphrospilus,Thalurania,Trochilus,Anthocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loddigesia,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Loddigesia,Clytolaema,Aglaeactis,Boissonneaua,Coeligena,Ensifera,Eriocnemis,Haplophaedia,Heliodoxa,Lafresnaya,Ocreatus,Pterophanes,Urochroa,Urosticte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mellisuga,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Mellisuga,Archilochus,Atthis,Calliphlox,Calypte,Chaetocercus,Doricha,Eulidia,Microstilbon,Myrmia,Myrtis,Rhodopis,Selasphorus,Stellula,Thaumastura,Tilmatura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sternoclyta,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Sternoclyta,Abeillia,Amazilia,Aphantochroa,Campylopterus,Chalybura,Chlorestes,Chlorostilbon,Chrysuronia,Cyanophaia,Cynanthus,Damophila,Elvira,Eupetomena,Eupherusa,Goethalsia,Goldmania,Hylocharis,Hylonympha,Klais,Lepidopyga,Leucippus,Leucochloris,Microchera,Orthorhyncus,Phaeochroa,Stephanoxis,Taphrospilus,Thalurania,Trochilus,Anthocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tilmatura,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Tilmatura,Archilochus,Atthis,Calliphlox,Calypte,Chaetocercus,Doricha,Eulidia,Mellisuga,Microstilbon,Myrmia,Myrtis,Rhodopis,Selasphorus,Stellula,Thaumastura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trochilus,"McGuire JA, Witt CC, Remsen Jr JV, Dudley R, Altshuler DL. 2009. A higher-level taxonomy for hummingbirds. Journal of Ornithology 150, 155-165",include,Trochilidae,Trochilus,Abeillia,Amazilia,Aphantochroa,Campylopterus,Chalybura,Chlorestes,Chlorostilbon,Chrysuronia,Cyanophaia,Cynanthus,Damophila,Elvira,Eupetomena,Eupherusa,Goethalsia,Goldmania,Hylocharis,Hylonympha,Klais,Lepidopyga,Leucippus,Leucochloris,Microchera,Orthorhyncus,Phaeochroa,Stephanoxis,Sternoclyta,Taphrospilus,Thalurania,Anthocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apalharpactes,all,include,Trogonidae,Apalharpactes,Apaloderma,Trogon,Priotelus,Pharomachrus,Euptilotis,Harpactes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ortyxelos,all,include,Turnicidae,Ortyxelos,Turnix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
